Node,Degree_Difference
0,0
1,72
2,155
3,102
4,88
5,31
6,113
7,75
8,37
9,49
10,32
11,27
12,-20
13,36
14,45
15,2
16,80
17,51
18,-13
19,57
20,9
21,28
22,38
23,48
24,14
25,27
26,27
27,60
28,34
29,0
30,2
31,7
32,6
33,0
34,3
35,9
36,-5
37,118
38,0
39,21
40,1
41,-1
42,7
43,72
44,40
45,79
46,-14
47,1
48,18
49,81
50,77
51,113
52,-8
53,22
54,-13
55,-9
56,14
57,-5
58,-20
59,96
60,28
61,12
62,29
63,33
64,-22
65,-1
66,-1
67,-15
68,-1
69,0
70,16
71,0
72,0
73,0
74,0
75,103
76,0
77,1
78,0
79,0
80,3
81,-1
82,164
83,-12
84,-44
85,1
86,29
87,37
88,3
89,11
90,25
91,-12
92,43
93,1
94,9
95,-9
96,-28
97,39
98,52
99,1
100,27
101,-68
102,7
103,-117
104,-85
105,4
106,-2
107,0
108,-3
109,-27
110,-46
111,-17
112,-2
113,-25
114,-51
115,0
116,0
117,-44
118,-1
119,-52
120,-1
121,0
122,5
123,-39
124,1
125,-56
126,-1
127,-1
128,-9
129,-17
130,-82
131,0
132,-51
133,0
134,11
135,0
136,-56
137,-26
138,-28
139,-7
140,-103
141,-2
142,-22
143,0
144,-42
145,-62
146,-1
147,0
148,-101
149,-2
150,-9
151,0
152,-10
153,1
154,-107
155,-93
156,1
157,-44
158,-197
159,0
160,11
161,18
162,7
163,-9
164,-184
165,166
166,-42
167,17
168,2
169,23
170,18
171,10
172,244
173,3
174,0
175,0
176,90
177,-2
178,-138
179,28
180,-6
181,245
182,1
183,10
184,-19
185,-203
186,-2
187,522
188,-91
189,0
190,-143
191,-152
192,-187
193,-169
194,-195
195,-187
196,-125
197,-170
198,-69
199,-198
200,469
201,-139
202,-1
203,0
204,33
205,-223
206,-211
207,73
208,174
209,-5
210,0
211,-14
212,14
213,-229
214,-195
215,0
216,2
217,10
218,16
219,0
220,0
221,-2
222,420
223,393
224,37
225,0
226,40
227,1
228,0
229,0
230,-2
231,-1
232,354
233,0
234,0
235,163
236,481
237,392
238,5
239,327
240,0
241,156
242,164
243,0
244,0
245,0
246,356
247,1
248,0
249,0
250,132
251,324
252,1
253,0
254,5
255,9
256,0
257,2
258,3
259,-10
260,-3
261,0
262,-22
263,13
264,0
265,170
266,-3
267,3
268,1
269,1
270,337
271,-1
272,0
273,17
274,-1
275,201
276,0
277,-5
278,312
279,0
280,388
281,467
282,415
283,444
284,340
285,385
286,340
287,271
288,46
289,57
290,52
291,204
292,-142
293,48
294,-153
295,26
296,-146
297,-43
298,14
299,-41
300,47
301,-161
302,-143
303,13
304,77
305,119
306,-189
307,-121
308,-168
309,18
310,-115
311,142
312,-33
313,-204
314,-170
315,-50
316,-73
317,-39
318,-12
319,-150
320,53
321,-151
322,-128
323,-114
324,74
325,-153
326,-161
327,-164
328,41
329,-49
330,-19
331,-134
332,-84
333,-214
334,-99
335,-248
336,-204
337,-68
338,-108
339,-185
340,-201
341,-143
342,-171
343,-217
344,-219
345,-17
346,-197
347,-228
348,-87
349,-225
350,-208
351,-168
352,-63
353,-32
354,-72
355,-263
356,-106
357,-151
358,-62
359,11
360,25
361,5
362,0
363,86
364,136
365,56
366,84
367,126
368,122
369,52
370,-16
371,10
372,118
373,104
374,66
375,142
376,70
377,39
378,66
379,41
380,67
381,135
382,10
383,36
384,0
385,88
386,60
387,44
388,-13
389,50
390,3
391,32
392,116
393,91
394,100
395,45
396,10
397,96
398,66
399,24
400,30
401,58
402,15
403,89
404,89
405,98
406,15
407,22
408,0
409,61
410,10
411,81
412,7
413,77
414,-31
415,67
416,-22
417,69
418,22
419,38
420,22
421,20
422,55
423,35
424,-10
425,-71
426,43
427,-18
428,137
429,35
430,10
431,18
432,30
433,-29
434,-67
435,-34
436,-26
437,-57
438,6
439,-6
440,-31
441,-90
442,14
443,-76
444,-63
445,-16
446,17
447,-4
448,-14
449,-13
450,-115
451,-32
452,-23
453,-71
454,-70
455,7
456,-10
457,-70
458,-10
459,-22
460,-102
461,-17
462,-30
463,-20
464,-124
465,-69
466,-31
467,-42
468,-63
469,-132
470,-51
471,-2
472,-29
473,-36
474,-45
475,-63
476,-77
477,-47
478,-42
479,-103
480,-63
481,0
482,-46
483,-52
484,-109
485,-4
486,0
487,-77
488,-64
489,-14
490,-5
491,-142
492,-54
493,-57
494,-40
495,-221
496,-31
497,-43
498,-58
499,-175
500,-131
501,-129
502,-63
503,-210
504,-80
505,-139
506,-56
507,-118
508,-81
509,-57
510,-5
511,-1
512,-123
513,-182
514,-40
515,-51
516,-104
517,-121
518,5
519,0
520,18
521,1
522,0
523,11
524,108
525,0
526,1
527,8
528,0
529,0
530,0
531,3
532,0
533,2
534,0
535,0
536,0
537,0
538,0
539,0
540,-1
541,2
542,0
543,-1
544,2
545,-1
546,18
547,0
548,0
549,0
550,1
551,-1
552,40
553,0
554,0
555,-9
556,-16
557,0
558,207
559,-4
560,0
561,-1
562,397
563,0
564,276
565,213
566,97
567,336
568,129
569,80
570,168
571,464
572,139
573,86
574,68
575,304
576,499
577,386
578,86
579,231
580,473
581,268
582,377
583,416
584,38
585,82
586,450
587,250
588,362
589,401
590,299
591,6
592,180
593,374
594,77
595,52
596,-2
597,0
598,471
599,325
600,463
601,81
602,478
603,315
604,66
605,334
606,407
607,411
608,12
609,399
610,440
611,368
612,1
613,300
614,294
615,230
616,131
617,350
618,365
619,341
620,433
621,406
622,424
623,64
624,187
625,107
626,321
627,17
628,281
629,229
630,11
631,141
632,113
633,325
634,344
635,156
636,-4
637,5
638,-17
639,83
640,371
641,79
642,318
643,297
644,355
645,332
646,126
647,64
648,203
649,-18
650,96
651,309
652,315
653,336
654,198
655,325
656,236
657,211
658,97
659,-2
660,308
661,406
662,226
663,192
664,91
665,263
666,319
667,92
668,30
669,365
670,15
671,72
672,82
673,332
674,249
675,200
676,142
677,138
678,128
679,67
680,68
681,153
682,280
683,62
684,42
685,360
686,33
687,154
688,31
689,105
690,59
691,193
692,372
693,274
694,97
695,406
696,78
697,136
698,32
699,-19
700,141
701,7
702,14
703,11
704,341
705,-1
706,12
707,4
708,244
709,287
710,64
711,228
712,380
713,30
714,25
715,95
716,260
717,40
718,338
719,15
720,42
721,0
722,-4
723,137
724,151
725,-21
726,-9
727,262
728,163
729,37
730,233
731,5
732,67
733,-17
734,119
735,-10
736,-46
737,24
738,18
739,-1
740,165
741,-41
742,174
743,22
744,-42
745,263
746,-16
747,286
748,-51
749,-12
750,186
751,-17
752,243
753,-41
754,-80
755,-30
756,-5
757,3
758,98
759,159
760,10
761,142
762,70
763,140
764,74
765,84
766,132
767,1
768,133
769,123
770,-54
771,121
772,93
773,127
774,-31
775,118
776,114
777,107
778,7
779,111
780,72
781,29
782,97
783,65
784,109
785,62
786,19
787,94
788,67
789,109
790,111
791,27
792,103
793,79
794,67
795,108
796,46
797,72
798,20
799,63
800,86
801,64
802,109
803,59
804,2
805,56
806,67
807,-17
808,27
809,55
810,49
811,48
812,20
813,45
814,61
815,-14
816,61
817,39
818,52
819,7
820,-30
821,-25
822,38
823,24
824,89
825,26
826,-104
827,-112
828,-66
829,39
830,13
831,45
832,21
833,-22
834,2
835,-26
836,-35
837,-56
838,-48
839,-71
840,-30
841,-2
842,51
843,121
844,-4
845,-13
846,-18
847,-6
848,-55
849,-8
850,13
851,-99
852,-27
853,-22
854,-69
855,103
856,87
857,99
858,73
859,93
860,91
861,101
862,87
863,27
864,11
865,96
866,76
867,0
868,23
869,75
870,84
871,1
872,94
873,67
874,31
875,99
876,64
877,29
878,10
879,5
880,92
881,80
882,0
883,55
884,99
885,103
886,42
887,13
888,33
889,16
890,2
891,14
892,0
893,47
894,73
895,31
896,2
897,68
898,49
899,10
900,86
901,40
902,39
903,4
904,37
905,5
906,44
907,17
908,36
909,69
910,36
911,0
912,58
913,40
914,2
915,37
916,4
917,16
918,22
919,7
920,50
921,33
922,-4
923,18
924,20
925,28
926,40
927,25
928,28
929,19
930,-15
931,1
932,32
933,-4
934,18
935,0
936,-2
937,12
938,30
939,18
940,5
941,6
942,0
943,6
944,18
945,13
946,4
947,28
948,0
949,10
950,10
951,30
952,-18
953,-26
954,14
955,14
956,-2
957,-19
958,-23
959,142
960,3
961,303
962,28
963,7
964,125
965,1
966,229
967,340
968,135
969,22
970,155
971,8
972,83
973,30
974,225
975,51
976,9
977,273
978,298
979,1
980,-9
981,145
982,4
983,13
984,147
985,297
986,0
987,41
988,0
989,278
990,217
991,0
992,43
993,315
994,1
995,144
996,275
997,0
998,123
999,197
1000,-2
1001,280
1002,75
1003,3
1004,164
1005,-16
1006,214
1007,28
1008,51
1009,28
1010,-53
1011,89
1012,0
1013,26
1014,73
1015,55
1016,307
1017,79
1018,322
1019,87
1020,29
1021,-10
1022,55
1023,0
1024,0
1025,3
1026,48
1027,-1
1028,30
1029,-1
1030,339
1031,0
1032,123
1033,0
1034,-29
1035,21
1036,-12
1037,28
1038,-16
1039,-8
1040,-31
1041,-6
1042,0
1043,133
1044,8
1045,2
1046,-1
1047,0
1048,188
1049,104
1050,-7
1051,-26
1052,226
1053,-46
1054,8
1055,-28
1056,69
1057,92
1058,-27
1059,-1
1060,0
1061,68
1062,-7
1063,0
1064,95
1065,185
1066,212
1067,-78
1068,-3
1069,-17
1070,-9
1071,-53
1072,-115
1073,200
1074,-105
1075,-6
1076,-23
1077,-11
1078,-73
1079,137
1080,339
1081,236
1082,317
1083,305
1084,4
1085,273
1086,328
1087,340
1088,349
1089,331
1090,24
1091,169
1092,58
1093,181
1094,218
1095,326
1096,251
1097,0
1098,320
1099,313
1100,36
1101,236
1102,276
1103,241
1104,147
1105,302
1106,214
1107,246
1108,216
1109,248
1110,235
1111,101
1112,-63
1113,163
1114,119
1115,221
1116,311
1117,46
1118,-75
1119,303
1120,230
1121,152
1122,123
1123,226
1124,266
1125,246
1126,150
1127,207
1128,161
1129,176
1130,277
1131,289
1132,174
1133,-1
1134,209
1135,73
1136,190
1137,88
1138,153
1139,122
1140,12
1141,-27
1142,-75
1143,173
1144,4
1145,0
1146,-28
1147,0
1148,0
1149,-10
1150,2
1151,-2
1152,-1
1153,-4
1154,0
1155,-2
1156,-2
1157,0
1158,0
1159,-50
1160,134
1161,162
1162,141
1163,118
1164,143
1165,166
1166,100
1167,139
1168,124
1169,113
1170,75
1171,177
1172,156
1173,248
1174,40
1175,211
1176,248
1177,3
1178,-11
1179,112
1180,163
1181,35
1182,48
1183,212
1184,-33
1185,27
1186,13
1187,-23
1188,8
1189,-7
1190,18
1191,-8
1192,33
1193,-8
1194,30
1195,22
1196,54
1197,35
1198,51
1199,10
1200,15
1201,45
1202,-16
1203,51
1204,12
1205,9
1206,-1
1207,11
1208,-42
1209,-4
1210,-24
1211,-25
1212,-28
1213,12
