Node,Divergence
0,0
1,2
2,13
3,-5
4,4
5,1
6,0
7,2
8,2
9,7
10,0
11,0
12,0
13,0
14,0
15,0
16,-2
17,6
18,0
19,0
20,1
21,0
22,10
23,-7
24,1
25,0
26,-1
27,0
28,8
29,0
30,0
31,-6
32,0
33,0
34,-11
35,-13
36,4
37,6
38,0
39,3
40,0
41,1
42,3
43,-2
44,0
45,5
46,0
47,0
48,-1
49,-7
50,-2
51,-8
52,-13
53,0
54,0
55,0
56,0
57,-4
58,-16
59,-4
60,0
61,-15
62,-3
63,0
64,0
65,-4
66,0
67,-1
68,-8
69,-56
70,-57
71,-38
72,-15
73,-80
74,-59
75,-90
76,-35
77,-8
78,-223
79,-47
80,-69
81,-47
82,-12
83,0
84,0
85,0
86,5
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,1
100,0
101,0
102,0
103,0
104,0
105,2
106,0
107,0
108,1
109,0
110,0
111,0
112,0
113,-5
114,0
115,0
116,0
117,2
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,-1
138,0
139,0
140,1
141,0
142,-2
143,0
144,0
145,-4
146,0
147,0
148,-6
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,33
159,0
160,19
161,30
162,29
163,-25
164,28
165,-1
166,25
167,22
168,0
169,-101
170,1
171,30
172,0
173,17
174,13
175,0
176,-29
177,14
178,14
179,0
180,12
181,-1
182,-6
183,-1
184,10
185,9
186,9
187,5
188,3
189,0
190,1
191,0
192,-3
193,-5
194,-7
195,-9
196,-11
197,-16
198,-17
199,-16
200,-19
201,-14
202,-20
203,0
204,0
205,-23
206,-27
207,0
208,-2
209,-25
210,-1
211,-19
212,-29
213,-33
214,-34
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,5
224,0
225,0
226,3
227,0
228,0
229,0
230,0
231,0
232,6
233,0
234,-1
235,-7
236,-52
237,-17
238,0
239,-1
240,0
241,0
242,0
243,0
244,0
245,0
246,-1
247,0
248,0
249,0
250,1
251,-3
252,0
253,0
254,0
255,-5
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,-5
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,-69
276,0
277,0
278,0
279,0
280,7
281,6
282,3
283,-1
284,-1
285,-3
286,-7
287,-7
288,2
289,0
290,-2
291,0
292,61
293,32
294,42
295,47
296,59
297,64
298,39
299,55
300,43
301,38
302,61
303,30
304,28
305,21
306,31
307,14
308,35
309,14
310,1
311,8
312,58
313,16
314,20
315,13
316,23
317,14
318,9
319,13
320,-18
321,21
322,-5
323,-15
324,-9
325,20
326,14
327,-11
328,-16
329,-16
330,-23
331,1
332,-20
333,-9
334,35
335,-13
336,-28
337,-30
338,-35
339,32
340,9
341,40
342,-30
343,-15
344,-35
345,-43
346,-38
347,-43
348,-49
349,13
350,8
351,15
352,-47
353,-47
354,-56
355,-16
356,-54
357,-60
358,-63
359,0
360,0
361,1
362,43
363,-247
364,-72
365,-198
366,-146
367,-82
368,-149
369,-191
370,-130
371,0
372,-162
373,-45
374,-152
375,-201
376,-68
377,-26
378,-198
379,0
380,-253
381,-26
382,-4
383,-183
384,-1
385,-164
386,-188
387,-208
388,-2
389,-204
390,1
391,-131
392,0
393,-75
394,-195
395,-221
396,-269
397,105
398,-123
399,25
400,-238
401,-22
402,-31
403,-51
404,-270
405,-95
406,-286
407,-141
408,-1
409,-108
410,-216
411,-117
412,-38
413,-269
414,-220
415,-236
416,-193
417,-318
418,-48
419,-173
420,-8
421,-97
422,-4
423,-178
424,-91
425,-145
426,-171
427,-163
428,-190
429,-267
430,-326
431,-239
432,-209
433,-306
434,-287
435,-2
436,-243
437,-182
438,0
439,-289
440,24
441,-80
442,-225
443,-266
444,-57
445,-195
446,-6
447,-308
448,-136
449,-180
450,-320
451,-342
452,-150
453,-49
454,-115
455,-118
456,-268
457,-350
458,-264
459,-173
460,-170
461,0
462,-73
463,-296
464,-343
465,-334
466,-263
467,-134
468,-328
469,-247
470,-277
471,0
472,-296
473,-304
474,-271
475,-258
476,0
477,-258
478,-168
479,-284
480,-336
481,0
482,-180
483,-93
484,-339
485,-161
486,3
487,-225
488,-54
489,-1
490,0
491,-89
492,-11
493,-217
494,-50
495,-387
496,0
497,-380
498,-367
499,-337
500,-201
501,-107
502,-230
503,-259
504,49
505,-392
506,-1
507,-74
508,-198
509,0
510,135
511,-62
512,-388
513,-211
514,-324
515,10
516,-295
517,-402
518,12
519,0
520,5
521,0
522,3
523,0
524,2
525,0
526,3
527,5
528,0
529,0
530,0
531,5
532,0
533,3
534,0
535,0
536,7
537,0
538,0
539,1
540,0
541,2
542,0
543,1
544,0
545,1
546,0
547,-6
548,0
549,0
550,0
551,-1
552,2
553,0
554,0
555,-1
556,0
557,-3
558,0
559,-7
560,0
561,0
562,2
563,0
564,0
565,33
566,0
567,5
568,0
569,0
570,-1
571,4
572,0
573,0
574,0
575,0
576,3
577,35
578,0
579,0
580,30
581,0
582,0
583,28
584,0
585,0
586,0
587,0
588,0
589,1
590,1
591,0
592,0
593,14
594,0
595,0
596,0
597,0
598,11
599,1
600,29
601,0
602,0
603,5
604,1
605,0
606,23
607,19
608,17
609,4
610,17
611,13
612,0
613,2
614,12
615,0
616,0
617,9
618,8
619,28
620,7
621,23
622,0
623,0
624,0
625,0
626,4
627,0
628,0
629,0
630,0
631,0
632,0
633,5
634,0
635,0
636,0
637,0
638,0
639,0
640,1
641,0
642,12
643,0
644,2
645,-1
646,0
647,0
648,0
649,0
650,-2
651,-8
652,-1
653,6
654,0
655,0
656,0
657,3
658,0
659,-6
660,-5
661,0
662,-4
663,-5
664,1
665,41
666,37
667,0
668,0
669,9
670,0
671,0
672,6
673,2
674,2
675,15
676,0
677,0
678,4
679,-1
680,17
681,27
682,6
683,15
684,-1
685,6
686,0
687,-4
688,0
689,13
690,-6
691,2
692,19
693,10
694,5
695,7
696,4
697,10
698,5
699,3
700,7
701,0
702,-4
703,0
704,1
705,-4
706,0
707,0
708,0
709,-2
710,-3
711,-7
712,-9
713,0
714,0
715,-1
716,0
717,-9
718,-15
719,0
720,-10
721,0
722,0
723,-7
724,0
725,0
726,0
727,-9
728,-6
729,0
730,-13
731,-8
732,0
733,-10
734,-18
735,-1
736,-9
737,-9
738,0
739,-18
740,-4
741,0
742,-5
743,0
744,-14
745,-37
746,0
747,-12
748,-13
749,0
750,-27
751,-1
752,-16
753,-5
754,-9
755,-16
756,-50
757,-10
758,319
759,13
760,3
761,446
762,241
763,-16
764,377
765,195
766,-4
767,175
768,-12
769,-255
770,318
771,363
772,-292
773,-99
774,377
775,3
776,-265
777,-75
778,103
779,0
780,-29
781,156
782,-335
783,367
784,-16
785,-327
786,-140
787,-42
788,268
789,65
790,-330
791,-14
792,-6
793,169
794,220
795,-232
796,91
797,141
798,-281
799,-20
800,114
801,258
802,4
803,-18
804,-93
805,-14
806,-130
807,373
808,278
809,0
810,-346
811,-15
812,127
813,422
814,134
815,-41
816,-98
817,-291
818,-151
819,128
820,-350
821,9
822,97
823,97
824,-119
825,10
826,-36
827,-136
828,-27
829,269
830,-284
831,8
832,128
833,-426
834,205
835,6
836,-148
837,-27
838,-111
839,-339
840,-73
841,20
842,-27
843,1
844,-67
845,-250
846,0
847,37
848,32
849,-229
850,-23
851,396
852,-325
853,24
854,-157
855,-151
856,-188
857,-37
858,0
859,-333
860,-165
861,1
862,-247
863,-3
864,-68
865,-214
866,0
867,0
868,-115
869,-113
870,5
871,0
872,-166
873,-346
874,-7
875,-325
876,-163
877,0
878,0
879,-22
880,-339
881,-28
882,-3
883,-292
884,1
885,-380
886,26
887,0
888,-12
889,0
890,0
891,6
892,0
893,-60
894,-382
895,-2
896,-1
897,-237
898,-15
899,-32
900,-107
901,-113
902,-58
903,6
904,-135
905,0
906,-271
907,-32
908,-43
909,-310
910,-1
911,-116
912,-87
913,-81
914,30
915,-175
916,-277
917,-272
918,-11
919,-83
920,-26
921,-317
922,-40
923,0
924,-154
925,-7
926,-3
927,1
928,-47
929,-290
930,-84
931,0
932,-336
933,0
934,-268
935,-24
936,0
937,-1
938,0
939,-337
940,-128
941,-396
942,-235
943,-267
944,90
945,3
946,0
947,19
948,-2
949,-271
950,0
951,-42
952,22
953,-384
954,0
955,13
956,-103
957,-89
958,-178
959,-187
960,17
961,79
962,12
963,3
964,58
965,3
966,46
967,4
968,182
969,102
970,44
971,0
972,24
973,2
974,95
975,82
976,10
977,35
978,1
979,1
980,10
981,68
982,-8
983,20
984,8
985,10
986,3
987,8
988,0
989,71
990,29
991,2
992,17
993,123
994,3
995,21
996,5
997,-7
998,4
999,39
1000,-1
1001,40
1002,0
1003,7
1004,54
1005,19
1006,52
1007,13
1008,48
1009,24
1010,31
1011,22
1012,-1
1013,6
1014,-2
1015,0
1016,36
1017,26
1018,-2
1019,-6
1020,9
1021,29
1022,2
1023,0
1024,-1
1025,-3
1026,-4
1027,13
1028,5
1029,-5
1030,35
1031,-9
1032,-1
1033,1
1034,127
1035,31
1036,-2
1037,11
1038,61
1039,-9
1040,4
1041,25
1042,-3
1043,17
1044,7
1045,13
1046,2
1047,-3
1048,9
1049,17
1050,2
1051,5
1052,59
1053,22
1054,-13
1055,-1
1056,-14
1057,-17
1058,-20
1059,-1
1060,3
1061,-16
1062,-23
1063,-15
1064,-13
1065,7
1066,82
1067,4
1068,-8
1069,0
1070,-6
1071,-11
1072,-21
1073,135
1074,-30
1075,-6
1076,-14
1077,-1
1078,-17
1079,5
1080,15
1081,7
1082,13
1083,3
1084,9
1085,13
1086,5
1087,1
1088,9
1089,11
1090,-2
1091,0
1092,0
1093,0
1094,2
1095,-1
1096,12
1097,0
1098,0
1099,0
1100,0
1101,0
1102,2
1103,1
1104,2
1105,6
1106,0
1107,0
1108,-1
1109,0
1110,-2
1111,0
1112,0
1113,-2
1114,0
1115,1
1116,-3
1117,0
1118,0
1119,-5
1120,0
1121,0
1122,-3
1123,-1
1124,-1
1125,0
1126,-3
1127,-7
1128,-13
1129,-1
1130,-11
1131,-10
1132,-1
1133,0
1134,-17
1135,-1
1136,-11
1137,-5
