Node,Degree_Difference
0,0
1,7
2,13
3,8
4,21
5,22
6,0
7,9
8,12
9,10
10,8
11,9
12,-63
13,3
14,0
15,0
16,10
17,11
18,2
19,3
20,1
21,4
22,13
23,11
24,3
25,8
26,2
27,3
28,2
29,0
30,5
31,-1
32,0
33,3
34,1
35,-5
36,3
37,-10
38,0
39,-1
40,2
41,-1
42,2
43,0
44,1
45,-6
46,2
47,-6
48,-6
49,-5
50,-12
51,-21
52,-9
53,0
54,-1
55,-10
56,-2
57,-4
58,-15
59,-26
60,-39
61,-15
62,-19
63,-23
64,-5
65,-3
66,1
67,-11
68,1
69,0
70,1
71,0
72,0
73,0
74,0
75,1
76,0
77,1
78,-3
79,-1
80,0
81,0
82,0
83,7
84,7
85,8
86,18
87,5
88,0
89,0
90,-3
91,0
92,0
93,0
94,-2
95,0
96,10
97,0
98,6
99,5
100,0
101,0
102,0
103,0
104,0
105,-3
106,3
107,0
108,0
109,-2
110,1
111,-1
112,-1
113,10
114,-1
115,0
116,0
117,-2
118,0
119,0
120,1
121,0
122,0
123,0
124,5
125,-6
126,0
127,-2
128,0
129,-3
130,0
131,0
132,0
133,-1
134,0
135,1
136,-1
137,0
138,-18
139,1
140,-10
141,0
142,-8
143,5
144,0
145,-17
146,13
147,0
148,36
149,0
150,0
151,0
152,0
153,0
154,-9
155,7
156,0
157,2
158,16
159,0
160,1
161,10
162,5
163,1
164,12
165,51
166,10
167,8
168,4
169,8
170,2
171,-10
172,497
173,3
174,5
175,0
176,4
177,0
178,9
179,93
180,0
181,0
182,-1
183,0
184,-37
185,5
186,2
187,146
188,4
189,0
190,0
191,-1
192,-3
193,-3
194,0
195,-5
196,-6
197,-4
198,-5
199,-2
200,-8
201,-15
202,-2
203,0
204,13
205,-6
206,-14
207,206
208,0
209,-4
210,0
211,-10
212,0
213,-4
214,-13
215,0
216,2
217,-3
218,0
219,0
220,0
221,-15
222,18
223,22
224,11
225,0
226,18
227,1
228,0
229,-1
230,8
231,-7
232,79
233,0
234,-2
235,-3
236,-29
237,-18
238,-15
239,5
240,0
241,-177
242,6
243,0
244,2
245,5
246,51
247,1
248,0
249,0
250,15
251,-17
252,0
253,1
254,-38
255,-10
256,0
257,-12
258,-11
259,-15
260,-10
261,1
262,0
263,-5
264,0
265,15
266,-1
267,-6
268,-3
269,-10
270,-51
271,-3
272,0
273,0
274,-2
275,0
276,-34
277,-26
278,-14
279,-34
280,49
281,197
282,127
283,155
284,235
285,329
286,27
287,63
288,8
289,-4
290,0
291,400
292,216
293,226
294,218
295,232
296,223
297,229
298,224
299,142
300,178
301,241
302,205
303,197
304,84
305,179
306,194
307,199
308,227
309,187
310,228
311,162
312,115
313,201
314,186
315,142
316,86
317,217
318,115
319,228
320,163
321,206
322,239
323,183
324,207
325,234
326,172
327,225
328,189
329,211
330,134
331,187
332,204
333,213
334,227
335,216
336,209
337,179
338,104
339,246
340,241
341,233
342,201
343,220
344,217
345,207
346,250
347,218
348,156
349,182
350,241
351,172
352,184
353,98
354,226
355,243
356,181
357,200
358,185
359,275
360,136
361,17
362,0
363,396
364,426
365,495
366,472
367,109
368,168
369,411
370,133
371,201
372,182
373,248
374,129
375,268
376,447
377,37
378,155
379,42
380,488
381,298
382,0
383,375
384,0
385,360
386,380
387,349
388,9
389,248
390,0
391,465
392,369
393,169
394,341
395,159
396,435
397,364
398,187
399,290
400,339
401,141
402,431
403,153
404,293
405,417
406,452
407,116
408,-2
409,269
410,80
411,153
412,2
413,240
414,396
415,277
416,413
417,356
418,368
419,233
420,0
421,205
422,364
423,23
424,154
425,238
426,154
427,433
428,18
429,367
430,125
431,233
432,119
433,388
434,304
435,0
436,334
437,153
438,133
439,12
440,0
441,32
442,264
443,184
444,-9
445,225
446,112
447,36
448,99
449,79
450,25
451,295
452,206
453,-11
454,73
455,39
456,7
457,298
458,80
459,188
460,252
461,-28
462,17
463,388
464,314
465,301
466,156
467,57
468,296
469,144
470,162
471,-1
472,195
473,276
474,50
475,202
476,0
477,77
478,17
479,314
480,290
481,1
482,98
483,175
484,264
485,240
486,0
487,199
488,-11
489,3
490,14
491,29
492,84
493,237
494,262
495,206
496,29
497,25
498,33
499,120
500,86
501,64
502,148
503,40
504,253
505,137
506,67
507,-1
508,20
509,-24
510,0
511,-42
512,188
513,265
514,-18
515,15
516,27
517,-1
518,2
519,0
520,50
521,19
522,0
523,44
524,0
525,0
526,1
527,64
528,0
529,0
530,0
531,6
532,7
533,2
534,0
535,-13
536,0
537,0
538,0
539,0
540,0
541,2
542,0
543,20
544,0
545,0
546,64
547,0
548,0
549,0
550,-1
551,0
552,271
553,1
554,0
555,-4
556,-3
557,-1
558,0
559,-4
560,0
561,1
562,44
563,0
564,0
565,112
566,4
567,52
568,0
569,1
570,30
571,236
572,0
573,295
574,12
575,14
576,241
577,268
578,-9
579,97
580,307
581,65
582,35
583,206
584,154
585,-35
586,220
587,115
588,21
589,239
590,134
591,-18
592,-17
593,146
594,-4
595,198
596,0
597,0
598,219
599,41
600,214
601,21
602,197
603,29
604,7
605,24
606,255
607,201
608,-94
609,89
610,307
611,324
612,4
613,18
614,228
615,58
616,13
617,148
618,212
619,244
620,163
621,219
622,50
623,-11
624,1
625,51
626,136
627,10
628,53
629,94
630,130
631,23
632,112
633,110
634,160
635,-24
636,256
637,0
638,-1
639,0
640,61
641,79
642,149
643,0
644,177
645,250
646,0
647,25
648,168
649,0
