Node,Degree_Difference
0,0
1,11
2,213
3,1
4,33
5,151
6,6
7,0
8,-42
9,1
10,-28
11,75
12,62
13,3
14,1
15,11
16,24
17,51
18,3
19,-1
20,2
21,-31
22,54
23,36
24,2
25,259
26,9
27,97
28,36
29,0
30,0
31,100
32,-1
33,0
34,27
35,77
36,59
37,282
38,11
39,164
40,18
41,197
42,165
43,-10
44,0
45,263
46,0
47,129
48,163
49,-41
50,3
51,-1
52,22
53,195
54,92
55,0
56,71
57,33
58,238
59,196
60,4
61,35
62,-7
63,32
64,0
65,-6
66,0
67,0
68,0
69,30
70,21
71,32
72,28
73,3
74,-5
75,122
76,102
77,4
78,9
79,64
80,-13
81,59
82,1
83,92
84,-75
85,-72
86,5
87,-112
88,-19
89,-8
90,0
91,-26
92,18
93,1
94,7
95,-53
96,-4
97,5
98,35
99,27
100,-1
101,-24
102,29
103,10
104,-15
105,0
106,13
107,0
108,-23
109,20
110,-117
111,9
112,47
113,18
114,-111
115,35
116,-20
117,21
118,66
119,6
120,-73
121,-10
122,24
123,-18
124,-26
125,-65
126,-14
127,-1
128,39
129,-54
130,5
131,96
132,-23
133,32
134,-7
135,1
136,1
137,-68
138,-109
139,-1
140,39
141,-11
142,55
143,-39
144,44
145,16
146,-50
147,82
148,3
149,-5
150,-3
151,74
152,-32
153,87
154,-4
155,-37
156,-5
157,-9
158,6
159,16
160,-23
161,71
162,-22
163,61
164,3
165,4
166,24
167,59
168,-1
169,-8
170,-1
171,-5
172,-29
173,3
174,0
175,0
176,90
177,-1
178,55
179,3
180,-32
181,-18
182,1
183,-11
184,16
185,-28
186,23
187,107
188,60
189,-3
190,-1
191,50
192,19
193,64
194,130
195,-26
196,12
197,17
198,-40
199,41
200,16
201,9
202,1
203,-23
204,-4
205,2
206,-4
207,41
208,22
209,-4
210,-7
211,-3
212,3
213,48
214,96
215,-20
216,4
217,-1
218,-7
219,9
220,3
221,2
222,-31
223,-1
224,58
225,-5
226,16
227,-1
228,0
229,40
230,32
231,2
232,-2
233,2
234,36
235,-6
236,-13
237,-17
238,39
239,75
240,8
241,-2
242,-18
243,0
244,2
245,58
246,-44
247,0
248,11
249,-1
250,0
251,55
252,0
253,8
254,41
255,3
256,20
257,0
258,0
259,1
260,17
261,-70
262,33
263,0
264,-35
265,1
266,9
267,1
268,5
269,-12
270,1
271,3
272,32
273,9
274,38
275,-6
276,-15
277,30
278,11
279,15
280,4
281,8
282,-1
283,7
284,13
285,1
286,-3
287,-20
288,-2
289,0
290,16
291,18
292,8
293,-35
294,102
295,-24
296,279
297,218
298,-2
299,134
300,99
301,168
302,197
303,63
304,14
305,-33
306,310
307,201
308,49
309,-35
310,-72
311,-7
312,28
313,-95
314,1
315,5
316,0
317,227
318,15
319,309
320,11
321,224
322,-10
323,-11
324,29
325,318
326,235
327,-30
328,17
329,18
330,92
331,270
332,-15
333,1
334,209
335,178
336,223
337,139
338,52
339,254
340,224
341,229
342,294
343,275
344,305
345,197
346,288
347,171
348,73
349,265
350,235
351,175
352,53
353,-41
354,1
355,277
356,66
357,159
358,-130
359,-40
360,0
361,-1
362,1
363,96
364,8
365,8
366,48
367,0
368,2
369,137
370,-29
371,-2
372,13
373,119
374,82
375,10
376,5
377,0
378,65
379,43
380,68
381,-2
382,-15
383,227
384,2
385,19
386,0
387,-121
388,1
389,207
390,85
391,88
392,93
393,0
394,68
395,86
396,102
397,2
398,0
399,0
400,-57
401,-147
402,111
403,1
404,0
405,-3
406,181
407,0
408,5
409,62
410,-1
411,33
412,-9
413,21
414,145
415,-2
416,55
417,23
418,252
419,-57
420,0
421,119
422,83
423,28
424,-31
425,117
426,-10
427,65
428,4
429,22
430,11
431,-1
432,-3
433,177
434,79
435,-1
436,102
437,3
438,-25
439,91
440,18
441,16
442,88
443,-12
444,-17
445,34
446,1
447,-3
448,7
449,1
450,79
451,102
452,7
453,3
454,5
455,-16
456,0
457,-3
458,17
459,2
460,41
461,14
462,-33
463,5
