Node,Divergence
0,0
1,10
2,21
3,25
4,7
5,9
6,0
7,18
8,19
9,25
10,7
11,11
12,0
13,0
14,8
15,-1
16,15
17,16
18,1
19,1
20,4
21,0
22,10
23,12
24,2
25,3
26,7
27,0
28,8
29,0
30,0
31,4
32,0
33,0
34,2
35,3
36,1
37,-4
38,-2
39,-3
40,-2
41,-11
42,-9
43,0
44,1
45,-1
46,0
47,-3
48,-11
49,-21
50,-5
51,-19
52,-25
53,0
54,0
55,0
56,-3
57,-16
58,-27
59,-19
60,0
61,-35
62,-26
63,-1
64,-1
65,0
66,0
67,-5
68,5
69,181
70,223
71,179
72,118
73,171
74,162
75,183
76,182
77,114
78,167
79,132
80,286
81,194
82,20
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,1
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,3
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,-2
146,0
147,0
148,-3
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,25
159,0
160,4
161,25
162,24
163,34
164,22
165,0
166,20
167,12
168,0
169,253
170,0
171,163
172,0
173,9
174,5
175,0
176,0
177,7
178,5
179,0
180,3
181,0
182,-8
183,0
184,3
185,9
186,8
187,6
188,2
189,0
190,-2
191,0
192,-5
193,-6
194,-8
195,-1
196,-11
197,-9
198,-7
199,-16
200,-16
201,-13
202,-13
203,0
204,0
205,-14
206,-15
207,0
208,-10
209,-15
210,0
211,-9
212,215
213,-31
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,3
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,1
233,0
234,-1
235,0
236,2
237,2
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,-1
247,0
248,0
249,0
250,0
251,-2
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,-3
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,-17
276,0
277,0
278,0
279,0
280,7
281,5
282,3
283,1
284,-2
285,-4
286,-4
287,-7
288,2
289,0
290,-2
291,0
292,29
293,-1
294,10
295,-2
296,49
297,64
298,7
299,33
300,15
301,9
302,56
303,-9
304,10
305,-12
306,14
307,-8
308,45
309,10
310,-16
311,-20
312,-2
313,-6
314,-1
315,-24
316,-14
317,0
318,-24
319,35
320,-27
321,35
322,-32
323,-29
324,-15
325,37
326,21
327,-34
328,-37
329,-32
330,-46
331,27
332,-42
333,6
334,62
335,56
336,25
337,-26
338,-48
339,57
340,37
341,54
342,13
343,47
344,1
345,-50
346,34
347,-40
348,-54
349,51
350,53
351,11
352,-52
353,-56
354,-56
355,11
356,-60
357,-63
358,-64
359,0
360,0
361,3
362,111
363,84
364,165
365,277
366,243
367,-10
368,33
369,355
370,-19
371,21
372,97
373,147
374,328
375,43
376,137
377,173
378,235
379,183
380,244
381,112
382,-7
383,204
384,103
385,134
386,352
387,488
388,-8
389,299
390,50
391,452
392,0
393,142
394,62
395,172
396,334
397,65
398,180
399,58
400,226
401,69
402,372
403,-6
404,185
405,250
406,370
407,275
408,-19
409,73
410,-85
411,49
412,340
413,201
414,414
415,160
416,405
417,97
418,381
419,88
420,39
421,188
422,82
423,184
424,466
425,291
426,172
427,105
428,136
429,121
430,328
431,153
432,127
433,322
434,246
435,54
436,145
437,166
438,-12
439,49
440,1
441,-10
442,289
443,196
444,47
445,406
446,-49
447,43
448,-81
449,93
450,157
451,175
452,270
453,306
454,65
455,53
456,51
457,153
458,247
459,272
460,442
461,2
462,74
463,-57
464,290
465,256
466,521
467,393
468,261
469,267
470,74
471,0
472,240
473,48
474,-23
475,260
476,0
477,637
478,-19
479,108
480,229
481,-11
482,-5
483,306
484,126
485,45
486,160
487,43
488,50
489,81
490,-17
491,20
492,1
493,-10
494,-20
495,57
496,9
497,350
498,443
499,86
500,270
501,345
502,371
503,107
504,230
505,55
506,12
507,52
508,176
509,13
510,-14
511,4
512,-28
513,-27
514,-33
515,-44
516,16
517,167
518,14
519,0
520,2
521,0
522,0
523,0
524,1
525,0
526,0
527,6
528,0
529,0
530,0
531,-1
532,0
533,-1
534,0
535,0
536,0
537,-1
538,0
539,0
540,0
541,0
542,0
543,4
544,1
545,6
546,0
547,0
548,0
549,0
550,1
551,-1
552,0
553,0
554,0
555,-1
556,0
557,0
558,0
559,1
560,6
561,0
562,0
563,0
564,0
565,6
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,10
578,0
579,0
580,7
581,0
582,0
583,5
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,0
606,1
607,1
608,2
609,0
610,-2
611,0
612,0
613,0
614,0
615,0
616,0
617,-4
618,-4
619,3
620,1
621,2
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,2
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,-2
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,-3
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,-10
661,0
662,-11
663,0
664,0
665,19
666,20
667,0
668,0
669,3
670,0
671,0
672,4
673,1
674,0
675,4
676,0
677,0
678,1
679,0
680,3
681,13
682,0
683,11
684,2
685,-1
686,0
687,1
688,0
689,4
690,7
691,-5
692,5
693,0
694,0
695,5
696,-1
697,0
698,0
699,0
700,2
701,-6
702,0
703,0
704,3
705,1
706,-5
707,0
708,1
709,1
710,0
711,-5
712,-8
713,0
714,0
715,-2
716,1
717,-3
718,-7
719,0
720,-9
721,0
722,0
723,-8
724,0
725,0
726,0
727,-5
728,1
729,0
730,-7
731,-1
732,-6
733,0
734,-10
735,0
736,-3
737,0
738,0
739,0
740,0
741,0
742,-3
743,0
744,0
745,-21
746,0
747,-2
748,-5
749,0
750,-16
751,0
752,-3
753,-2
754,-5
755,-1
756,-32
757,-3
758,4
759,-2
760,0
761,133
762,150
763,51
764,55
765,98
766,-2
767,239
768,341
769,127
770,-20
771,125
772,167
773,183
774,45
775,24
776,-31
777,281
778,174
779,0
780,375
781,-10
782,-3
783,-2
784,46
785,540
786,571
787,114
788,113
789,0
790,152
791,-12
792,-30
793,142
794,78
795,322
796,328
797,185
798,179
799,-79
800,106
801,45
802,0
803,300
804,311
805,241
806,-29
807,261
808,89
809,0
810,326
811,91
812,372
813,163
814,-43
815,398
816,401
817,536
818,77
819,19
820,470
821,11
822,-17
823,126
824,88
825,221
826,416
827,36
828,-9
829,-47
830,57
831,-32
832,269
833,170
834,145
835,-3
836,12
837,432
838,302
839,-56
840,517
841,261
842,17
843,6
844,-2
845,232
846,193
847,44
848,237
849,33
850,177
851,55
852,-76
853,152
854,88
855,223
856,-15
857,16
858,-2
859,-45
860,54
861,0
862,-9
863,-14
864,11
865,216
866,0
867,-31
868,-92
869,125
870,17
871,1
872,-53
873,-11
874,0
875,-6
876,59
877,0
878,-6
879,-32
880,-90
881,-41
882,0
883,8
884,2
885,-87
886,13
887,-2
888,0
889,0
890,-14
891,-9
892,18
893,28
894,-31
895,-4
896,-4
897,107
898,95
899,-23
900,15
901,142
902,147
903,0
904,122
905,3
906,208
907,7
908,64
909,-2
910,-1
911,-28
912,-6
913,-51
914,-8
915,-21
916,-72
917,-25
918,31
919,-10
920,-73
921,338
922,-3
923,-8
924,134
925,-2
926,146
927,82
928,-19
929,-50
930,-83
931,0
932,-57
933,-8
934,178
935,-46
936,0
937,-2
938,-4
939,0
940,-13
941,-28
942,-83
943,218
944,0
945,-23
946,-24
947,-2
948,0
949,305
950,-13
951,-4
952,6
953,8
954,21
955,-1
956,39
957,-18
958,214
959,183
960,12
961,60
962,71
963,1
964,68
965,2
966,98
967,3
968,79
969,121
970,6
971,7
972,40
973,0
974,13
975,6
976,27
977,-1
978,1
979,-1
980,37
981,61
982,40
983,42
984,29
985,77
986,-1
987,21
988,11
989,67
990,3
991,0
992,36
993,21
994,4
995,81
996,50
997,31
998,32
999,32
1000,-1
1001,19
1002,0
1003,4
1004,36
1005,52
1006,27
1007,94
1008,1
1009,25
1010,86
1011,1
1012,0
1013,83
1014,16
1015,0
1016,10
1017,6
1018,-3
1019,35
1020,5
1021,1
1022,-1
1023,0
1024,13
1025,5
1026,46
1027,-5
1028,3
1029,10
1030,-7
1031,10
1032,0
1033,-13
1034,15
1035,-15
1036,-15
1037,-10
1038,-15
1039,20
1040,2
1041,63
1042,0
1043,-9
1044,-15
1045,-10
1046,-1
1047,0
1048,-33
1049,-32
1050,-1
1051,29
1052,-10
1053,0
1054,-7
1055,-3
1056,-24
1057,-36
1058,-12
1059,-40
1060,0
1061,-35
1062,-36
1063,-45
1064,-3
1065,-10
1066,-19
1067,-28
1068,-41
1069,0
1070,-52
1071,-29
1072,14
1073,-52
1074,-32
1075,-46
1076,-10
1077,-3
1078,-15
1079,-14
1080,10
1081,1
1082,6
1083,0
1084,3
1085,2
1086,1
1087,1
1088,7
1089,5
1090,0
1091,0
1092,0
1093,0
1094,1
1095,-1
1096,5
1097,0
1098,0
1099,1
1100,0
1101,0
1102,1
1103,-1
1104,0
1105,2
1106,0
1107,-3
1108,1
1109,0
1110,0
1111,-1
1112,0
1113,-2
1114,0
1115,-1
1116,-2
1117,0
1118,0
1119,-4
1120,0
1121,0
1122,1
1123,-1
1124,0
1125,0
1126,0
1127,-1
1128,-5
1129,-1
1130,-2
1131,-5
1132,1
1133,0
1134,-7
1135,0
1136,-5
1137,0
1138,-4
1139,-3
1140,-1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,-1
1160,0
1161,12
1162,9
1163,4
1164,0
1165,4
1166,5
1167,1
1168,0
1169,-1
1170,0
1171,-3
1172,-4
1173,0
1174,-7
1175,-7
1176,0
1177,-1
1178,0
1179,0
1180,0
1181,-1
1182,0
1183,-11
1184,8
1185,10
1186,7
1187,0
1188,5
1189,4
1190,1
1191,0
1192,-3
1193,0
1194,-5
1195,-7
1196,-9
1197,-11
1198,6
1199,1
1200,53
1201,4
1202,1
1203,28
1204,-2
1205,46
1206,26
1207,56
1208,48
1209,7
1210,47
1211,12
1212,1
1213,35
1214,36
1215,2
1216,33
1217,25
1218,30
1219,16
1220,24
1221,1
1222,23
1223,19
1224,1
1225,40
1226,0
1227,3
1228,15
1229,3
1230,26
1231,10
1232,2
1233,-1
1234,29
1235,7
1236,8
1237,-3
1238,10
1239,0
1240,1
1241,-2
1242,1
1243,-5
1244,28
1245,0
1246,3
1247,0
1248,4
1249,-13
1250,-11
1251,-14
1252,-14
1253,-15
1254,-21
1255,-20
1256,-33
1257,-1
1258,-29
1259,-33
1260,-11
1261,-21
1262,-29
1263,-1
1264,-42
1265,0
1266,-3
1267,-44
1268,-7
1269,-47
1270,-44
1271,0
1272,-22
1273,-26
1274,0
1275,-48
1276,-51
1277,-53
1278,0
1279,-40
1280,-55
1281,0
1282,37
1283,13
1284,27
1285,29
1286,-1
1287,20
1288,0
1289,0
1290,22
1291,17
1292,-1
1293,24
1294,7
1295,0
1296,0
1297,-2
1298,18
1299,16
1300,2
1301,4
1302,5
1303,0
1304,3
1305,5
1306,0
1307,7
1308,1
1309,-27
1310,7
1311,1
1312,-8
1313,-1
1314,-1
1315,1
1316,-3
1317,0
1318,0
1319,0
1320,0
1321,-4
1322,3
1323,-7
1324,0
1325,-15
1326,-2
1327,-8
1328,-3
1329,-18
1330,-4
1331,0
1332,1
1333,-62
1334,0
1335,-5
1336,-37
1337,0
1338,-2
1339,0
1340,-27
1341,0
1342,-17
1343,0
1344,0
1345,-6
1346,-8
1347,-20
1348,0
1349,-17
1350,-20
1351,-23
1352,-2
1353,-37
1354,-8
1355,0
1356,-1
1357,-26
1358,0
1359,-2
1360,-24
1361,-6
1362,-25
1363,-10
1364,-4
1365,-15
1366,-42
1367,-1
1368,63
1369,68
1370,60
1371,59
1372,42
1373,56
1374,54
1375,42
1376,52
1377,0
1378,50
1379,48
1380,49
1381,32
1382,42
1383,40
1384,18
1385,40
1386,38
1387,35
1388,31
1389,30
1390,33
1391,29
1392,27
1393,21
1394,9
1395,0
1396,20
1397,20
1398,10
1399,16
1400,16
1401,16
1402,2
1403,11
1404,8
1405,13
1406,4
1407,10
1408,1
1409,0
1410,0
1411,-5
1412,-6
1413,-10
1414,-6
1415,-10
1416,-14
1417,-11
1418,-9
1419,-8
1420,-23
1421,-20
1422,-28
1423,-28
1424,-22
1425,-32
1426,-29
1427,-2
1428,-37
1429,-38
1430,-6
1431,-33
1432,-38
1433,-38
1434,-48
1435,-44
1436,-37
1437,-52
1438,-56
1439,-7
1440,-56
1441,-54
1442,-60
1443,-60
1444,-41
1445,-59
1446,-6
1447,-62
1448,-24
1449,-71
1450,12
1451,-26
1452,50
1453,-543
1454,-39
1455,-10
1456,-325
1457,-173
1458,-67
1459,4
1460,0
1461,-223
1462,-179
1463,-431
1464,376
1465,-556
1466,-495
1467,-270
1468,-274
1469,-339
1470,-10
1471,377
1472,-113
1473,37
1474,-549
1475,562
1476,-563
1477,-491
1478,-250
1479,-334
1480,-113
1481,70
1482,-321
1483,-365
1484,0
1485,2
1486,554
1487,-453
1488,0
1489,1
1490,-10
1491,-544
1492,158
1493,-3
1494,2
1495,3
1496,-333
1497,-245
1498,132
1499,278
1500,-337
1501,162
1502,-314
1503,-401
1504,-596
1505,2
1506,495
1507,426
1508,-396
1509,-4
1510,-15
1511,-518
1512,660
1513,-446
1514,245
1515,255
1516,-93
1517,-272
1518,-317
1519,-490
1520,167
1521,-549
1522,-116
1523,0
1524,-307
1525,489
1526,-1
1527,-374
1528,197
1529,-3
1530,-164
1531,-307
1532,-100
1533,-568
1534,224
1535,4
1536,51
1537,-190
1538,-67
1539,-252
1540,-549
1541,0
1542,-603
1543,597
1544,-701
1545,0
1546,-599
1547,-350
1548,-57
1549,-610
1550,151
1551,155
1552,-486
1553,215
1554,-533
1555,-235
1556,-525
1557,-124
1558,-354
1559,-436
1560,-143
1561,-562
1562,0
1563,-138
1564,144
1565,109
1566,-75
1567,-85
1568,33
1569,363
1570,-1
1571,364
1572,289
1573,-263
1574,-28
1575,-452
1576,344
1577,0
1578,-227
1579,166
1580,0
1581,1
1582,-123
1583,0
1584,95
1585,-471
1586,511
1587,0
1588,334
1589,388
1590,2
1591,183
1592,0
1593,-601
1594,8
1595,594
1596,346
1597,-106
1598,382
1599,0
1600,24
1601,443
1602,0
1603,-214
1604,-5
1605,-15
1606,-34
1607,-127
1608,-101
1609,-15
1610,-165
1611,414
1612,-17
1613,-112
1614,521
1615,-120
1616,-1
1617,-37
1618,51
1619,0
1620,-708
1621,1
1622,1
1623,-1
1624,5
1625,0
1626,11
1627,8
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,2
1635,0
1636,0
1637,6
1638,0
1639,2
1640,0
1641,1
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,0
1649,-1
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,-1
1659,0
1660,-1
1661,0
1662,6
1663,2
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,-1
1674,-1
1675,0
1676,0
1677,-1
1678,-2
1679,-1
1680,-1
1681,0
1682,-3
1683,-2
1684,-7
1685,0
1686,-1
1687,0
1688,0
1689,0
1690,-4
1691,1
1692,-8
1693,0
1694,-3
1695,0
1696,0
1697,0
1698,0
1699,1
1700,-5
1701,-11
1702,0
1703,-2
1704,-13
1705,0
1706,0
1707,-14
1708,-1
1709,0
1710,0
1711,0
1712,-2
1713,0
1714,-7
1715,45
1716,555
1717,62
1718,0
1719,1
1720,615
1721,385
1722,0
1723,654
1724,289
1725,480
1726,162
1727,2
1728,771
1729,0
1730,330
1731,2
1732,5
1733,4
1734,0
1735,0
1736,2
1737,-2
1738,-4
1739,-5
1740,-2
1741,0
1742,1
1743,2
1744,0
1745,0
1746,0
1747,1
1748,-2
1749,0
1750,0
1751,0
1752,1
1753,0
1754,1
1755,0
1756,0
1757,0
1758,-3
1759,0
1760,-1
1761,0
1762,4
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,-1
1789,0
1790,0
1791,-1
1792,0
1793,0
1794,-5
1795,3
1796,0
1797,1
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,0
1806,0
1807,3
1808,-1
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
