Node,Degree_Difference
0,0
1,8
2,20
3,-11
4,27
5,12
6,0
7,63
8,5
9,13
10,-4
11,0
12,-7
13,0
14,7
15,107
16,-4
17,34
18,0
19,17
20,0
21,2
22,15
23,-12
24,56
25,39
26,-1
27,10
28,-33
29,-31
30,38
31,-10
32,-22
33,-43
34,-18
35,-18
36,111
37,-29
38,3
39,50
40,9
41,0
42,14
43,1
44,0
45,30
46,-126
47,0
48,33
49,-5
50,40
51,16
52,-9
53,-44
54,2
55,-1
56,3
57,-231
58,-2
59,-55
60,-153
61,-9
62,13
63,-1
64,0
65,-34
66,-28
67,2
68,11
69,34
70,99
71,18
72,13
73,4
74,-3
75,63
76,30
77,11
78,122
79,-1
80,-5
81,131
82,-5
83,-26
84,-19
85,0
86,-48
87,-5
88,-8
89,-8
90,1
91,0
92,0
93,-1
94,9
95,-20
96,-2
97,-41
98,0
99,-37
100,-4
101,-22
102,1
103,-22
104,4
105,-45
106,0
107,0
108,-10
109,0
110,-2
111,1
112,-3
113,-2
114,54
115,-18
116,0
117,-35
118,0
119,-110
120,1
121,0
122,-31
123,21
124,-30
125,-62
126,2
127,-34
128,-6
129,-1
130,0
131,-1
132,0
133,1
134,-9
135,-58
136,0
137,-10
138,-4
139,4
140,-87
141,-2
142,-100
143,0
144,0
145,-10
146,-4
147,-10
148,-48
149,0
150,26
151,-6
152,-2
153,-32
154,-1
155,10
156,-1
157,0
158,20
159,0
160,38
161,35
162,61
163,-108
164,20
165,0
166,44
167,42
168,4
169,301
170,-1
171,-61
172,45
173,26
174,5
175,176
176,-107
177,129
178,-1
179,101
180,7
181,12
182,3
183,4
184,4
185,96
186,45
187,7
188,5
189,0
190,36
191,0
192,-2
193,-4
194,-7
195,1
196,-7
197,-4
198,0
199,-11
200,-12
201,-14
202,-6
203,0
204,1
205,15
206,-17
207,6
208,172
209,77
210,0
211,-14
212,-1
213,-24
214,-24
215,113
216,1
217,4
218,0
219,2
220,68
221,45
222,4
223,29
224,0
225,3
226,4
227,0
228,0
229,0
230,0
231,0
232,13
233,0
234,-1
235,9
236,5
237,7
238,52
239,0
240,0
241,0
242,2
243,-1
244,2
245,0
246,-2
247,0
248,0
249,-2
250,1
251,-2
252,-52
253,-5
254,22
255,71
256,0
257,2
258,-4
259,62
260,-2
261,-1
262,0
263,-5
264,1
265,-1
266,17
267,-10
268,-106
269,12
270,-4
271,8
272,0
273,17
274,0
275,-12
276,-4
277,26
278,-6
279,1
280,83
281,60
282,21
283,29
284,9
285,59
286,26
287,54
288,-7
289,-8
290,-12
291,0
292,-17
293,-279
294,-216
295,-244
296,16
297,38
298,-259
299,-74
300,-106
301,-207
302,30
303,-267
304,-232
305,-289
306,-72
307,-243
308,7
309,-266
310,-230
311,-260
312,-193
313,-251
314,-247
315,-276
316,-144
317,-95
318,-257
319,-84
320,-323
321,-9
322,-329
323,-292
324,-350
325,-83
326,-57
327,-216
328,-288
329,-275
330,-313
331,-77
332,-275
333,-2
334,-7
335,-17
336,-167
337,-280
338,-311
339,-52
340,-32
341,-23
342,-104
343,-76
344,-103
345,-322
346,-220
347,-88
348,-333
349,-91
350,-69
351,-119
352,-361
353,-356
354,-387
355,-146
356,-359
357,-325
358,-287
359,0
360,-2
361,192
362,0
363,253
364,123
365,276
366,119
367,25
368,193
369,340
370,69
371,0
372,153
373,117
374,118
375,3
376,11
377,0
378,1
379,0
380,286
381,222
382,39
383,5
384,-1
385,108
386,279
387,318
388,-11
389,226
390,2
391,12
392,0
393,-70
394,228
395,248
396,278
397,201
398,114
399,83
400,233
401,-3
402,89
403,277
404,92
405,185
406,239
407,-1
408,0
409,58
410,0
411,9
412,0
413,134
414,215
415,72
416,234
417,151
418,199
419,167
420,37
421,183
422,24
423,237
424,274
425,249
426,34
427,77
428,12
429,160
430,83
431,3
432,461
433,195
434,304
435,0
436,265
437,216
438,1
439,104
440,0
441,451
442,105
443,97
444,23
445,140
446,3
447,112
448,17
449,13
450,213
451,239
452,142
453,34
454,0
455,135
456,11
457,112
458,35
459,278
460,260
461,0
462,4
463,63
464,95
465,200
466,251
467,45
468,227
469,198
470,87
471,0
472,4
473,15
474,15
475,173
476,-17
477,112
478,50
479,159
480,181
481,3
482,-4
483,0
484,237
485,242
486,-6
487,44
488,0
489,0
490,0
491,-1
492,94
493,177
494,5
495,82
496,0
497,4
498,-2
499,165
500,53
501,54
502,17
503,72
504,157
505,111
506,0
507,-21
508,76
509,0
510,0
511,131
512,125
513,141
514,62
515,0
516,33
517,69
518,2
519,0
520,149
521,0
522,2
523,160
524,-10
525,1
526,4
527,1
528,-1
529,0
530,0
531,6
532,33
533,2
534,0
535,-63
536,0
537,0
538,455
539,2
540,5
541,-41
542,-24
543,-311
544,-25
545,0
546,88
547,5
548,185
549,-15
550,-282
551,-10
552,245
553,2
554,2
555,-30
556,1
557,-2
