Node,Degree_Difference
0,0
1,22
2,12
3,7
4,41
5,33
6,0
7,9
8,146
9,55
10,26
11,29
12,-76
13,4
14,0
15,1
16,10
17,23
18,0
19,6
20,0
21,9
22,76
23,9
24,6
25,21
26,9
27,0
28,3
29,0
30,4
31,7
32,0
33,0
34,-2
35,-2
36,29
37,3
38,0
39,3
40,14
41,-7
42,50
43,0
44,0
45,26
46,-2
47,5
48,-2
49,-2
50,-11
51,-18
52,35
53,7
54,0
55,1
56,9
57,-13
58,1
59,-25
60,-54
61,99
62,-20
63,59
64,9
65,-1
66,0
67,32
68,0
69,0
70,0
71,-7
72,31
73,6
74,0
75,27
76,0
77,0
78,-1
79,2
80,0
81,-1
82,7
83,0
84,1
85,0
86,8
87,3
88,0
89,0
90,1
91,0
92,0
93,1
94,3
95,0
96,0
97,0
98,37
99,56
100,5
101,0
102,0
103,0
104,0
105,3
106,6
107,0
108,0
109,0
110,31
111,0
112,0
113,9
114,0
115,0
116,0
117,1
118,1
119,0
120,2
121,0
122,0
123,0
124,6
125,0
126,0
127,1
128,0
129,34
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,-2
139,0
140,5
141,0
142,-3
143,26
144,0
145,-7
146,20
147,0
148,22
149,2
150,0
151,0
152,0
153,0
154,-8
155,-4
156,2
157,14
158,10
159,0
160,0
161,18
162,0
163,0
164,4
165,3
166,19
167,11
168,-26
169,0
170,5
171,0
172,556
173,11
174,1
175,0
176,1
177,8
178,9
179,137
180,0
181,0
182,0
183,0
184,6
185,-1
186,1
187,120
188,5
189,0
190,0
191,0
192,0
193,-1
194,17
195,-2
196,-7
197,-5
198,-2
199,-9
200,0
201,-12
202,-10
203,0
204,5
205,0
206,-6
207,426
208,0
209,-12
210,-9
211,-14
212,0
213,-20
214,-10
215,0
216,2
217,0
218,0
219,0
220,0
221,0
222,34
223,57
224,0
225,0
226,18
227,0
228,2
229,0
230,0
231,0
232,71
233,0
234,-2
235,34
236,-96
237,0
238,-49
239,-5
240,0
241,-68
242,-15
243,0
244,0
245,0
246,10
247,0
248,0
249,0
250,1
251,22
252,0
253,0
254,-93
255,-102
256,0
257,0
258,-1
259,0
260,-9
261,-1
262,0
263,0
264,0
265,2
266,-1
267,-85
268,0
269,0
270,27
271,0
272,0
273,0
274,0
275,56
276,-35
277,-76
278,175
279,0
280,24
281,245
282,255
283,218
284,287
285,371
286,161
287,22
288,64
289,-32
290,-6
291,407
292,204
293,210
294,188
295,231
296,229
297,220
298,217
299,134
300,165
301,220
302,194
303,207
304,85
305,162
306,172
307,197
308,225
309,204
310,219
311,164
312,105
313,195
314,194
315,144
316,91
317,212
318,117
319,220
320,148
321,206
322,227
323,184
324,203
325,218
326,171
327,215
328,189
329,211
330,133
331,179
332,200
333,190
334,209
335,204
336,189
337,169
338,120
339,233
340,228
341,218
342,198
343,215
344,213
345,199
346,235
347,212
348,156
349,178
350,231
351,164
352,184
353,107
354,226
355,219
356,185
357,198
358,189
359,367
360,50
361,195
362,0
363,324
364,408
365,483
366,489
367,52
368,103
369,334
370,67
371,173
372,93
373,205
374,54
375,189
376,422
377,9
378,116
379,9
380,450
381,202
382,0
383,340
384,0
385,348
386,470
387,327
388,1
389,165
390,118
391,459
392,337
393,57
394,313
395,60
396,431
397,317
398,141
399,236
400,304
401,74
402,396
403,89
404,226
405,418
406,467
407,81
408,0
